user_id,video_id,degree_id,first_view_date,last_view_date,views_per_user
4,1,1,1549152000000,1549152000000,1
8,2,1,1549411200000,1549411200000,1
13,2,1,1550102400000,1550102400000,1
15,1,1,1550275200000,1550275200000,1
18,2,1,1548460800000,1550534400000,2
31,2,1,1550448000000,1550448000000,1
40,1,1,1549324800000,1549324800000,1
46,3,1,1549497600000,1549497600000,1
64,3,1,1549584000000,1549584000000,1
70,2,1,1548892800000,1549238400000,2
94,3,1,1549152000000,1549152000000,1
96,3,1,1551225600000,1551225600000,1
97,1,1,1550016000000,1550016000000,1
98,3,1,1551052800000,1551052800000,1
103,1,1,1549756800000,1549756800000,1
112,2,1,1550448000000,1550448000000,1
134,3,1,1549929600000,1549929600000,1
149,1,1,1549324800000,1549324800000,1
153,3,1,1549065600000,1549065600000,1
155,3,1,1548892800000,1551052800000,2
175,1,1,1550793600000,1550793600000,1
176,2,1,1550275200000,1550275200000,1
201,2,1,1550966400000,1550966400000,1
209,1,1,1549670400000,1549670400000,1
216,1,1,1549324800000,1549324800000,1
217,1,1,1549324800000,1549324800000,1
231,3,1,1550620800000,1550620800000,1
236,3,1,1549756800000,1549756800000,1
244,2,1,1550188800000,1550188800000,1
247,2,1,1549411200000,1549411200000,1
250,3,1,1549152000000,1549152000000,1
254,3,1,1551139200000,1551139200000,1
262,2,1,1550966400000,1550966400000,1
263,2,1,1549152000000,1549152000000,1
274,1,1,1548460800000,1550102400000,2
275,2,1,1549756800000,1549756800000,1
291,3,1,1550361600000,1550361600000,1
302,2,1,1550275200000,1550275200000,1
303,1,1,1550620800000,1550620800000,1
313,1,1,1550793600000,1550793600000,1
319,2,1,1550707200000,1550707200000,1
338,3,1,1549497600000,1549497600000,1
342,1,1,1551139200000,1551139200000,1
362,2,1,1550793600000,1550793600000,1
363,1,1,1550534400000,1550534400000,1
368,2,1,1549238400000,1549238400000,1
370,2,1,1550188800000,1550188800000,1
396,2,1,1549756800000,1549756800000,1
421,1,1,1549324800000,1550966400000,2
428,2,1,1548460800000,1551139200000,2
436,1,1,1550880000000,1550880000000,1
456,3,1,1550102400000,1550102400000,1
480,3,1,1550707200000,1550707200000,1
489,2,1,1551225600000,1551225600000,1
493,1,1,1550102400000,1550102400000,1
501,1,1,1550707200000,1550707200000,1
502,1,1,1549929600000,1550275200000,2
504,2,1,1550361600000,1550361600000,1
511,2,1,1550275200000,1550275200000,1
517,3,1,1550102400000,1550102400000,1
522,1,1,1550188800000,1550188800000,1
524,1,1,1550448000000,1550448000000,1
531,2,1,1549324800000,1549324800000,1
531,3,1,1549324800000,1549324800000,1
534,3,1,1551139200000,1551139200000,1
543,3,1,1549152000000,1549152000000,1
548,1,1,1551312000000,1551312000000,1
560,1,1,1549238400000,1549238400000,1
564,2,1,1551139200000,1551139200000,1
567,2,1,1549411200000,1549411200000,1
573,2,1,1546387200000,1549929600000,2
574,1,1,1547424000000,1549065600000,2
576,3,1,1549929600000,1549929600000,1
582,3,1,1549756800000,1549756800000,1
584,1,1,1549152000000,1549152000000,1
593,1,1,1550534400000,1550534400000,1
594,1,1,1549238400000,1549238400000,1
600,2,1,1549411200000,1549411200000,1
601,1,1,1551225600000,1551225600000,1
