user_id,video_id,degree_id,first_view_date,last_view_date,views_per_user
8,3,1,1548892800000,1548892800000,1
11,2,1,1547683200000,1548028800000,2
12,1,1,1547769600000,1547769600000,1
15,3,1,1546819200000,1546819200000,1
17,1,1,1547942400000,1547942400000,1
21,3,1,1546300800000,1546300800000,1
24,1,1,1548028800000,1548028800000,1
25,1,1,1548201600000,1548201600000,1
27,2,1,1548460800000,1548460800000,1
28,2,1,1547769600000,1547769600000,1
31,1,1,1546560000000,1546560000000,1
33,3,1,1548720000000,1548720000000,1
53,2,1,1546300800000,1546300800000,1
66,1,1,1547078400000,1547078400000,1
66,2,1,1547164800000,1547164800000,1
68,2,1,1546387200000,1546387200000,1
74,2,1,1546819200000,1546819200000,1
76,2,1,1547164800000,1547164800000,1
76,3,1,1547337600000,1547337600000,1
79,1,1,1547164800000,1547164800000,1
83,1,1,1547424000000,1547424000000,1
89,1,1,1547856000000,1547856000000,1
91,2,1,1546905600000,1546905600000,1
111,3,1,1548892800000,1548892800000,1
114,3,1,1548806400000,1548806400000,1
118,2,1,1547510400000,1547510400000,1
120,1,1,1547337600000,1547337600000,1
121,1,1,1547510400000,1547510400000,1
138,2,1,1547251200000,1547251200000,1
140,1,1,1547942400000,1547942400000,1
152,3,1,1547769600000,1547769600000,1
161,1,1,1546819200000,1546819200000,1
161,3,1,1546387200000,1546387200000,1
162,2,1,1547769600000,1547769600000,1
163,1,1,1548201600000,1548201600000,1
165,3,1,1547856000000,1547856000000,1
168,1,1,1548201600000,1548201600000,1
177,2,1,1548547200000,1548547200000,1
188,2,1,1546387200000,1546387200000,1
198,3,1,1547251200000,1547251200000,1
199,1,1,1547856000000,1547856000000,1
205,3,1,1548720000000,1548720000000,1
207,1,1,1546646400000,1546646400000,1
229,1,1,1548288000000,1548288000000,1
229,2,1,1547337600000,1547337600000,1
232,1,1,1548288000000,1548288000000,1
245,2,1,1546646400000,1546646400000,1
257,2,1,1548288000000,1548288000000,1
270,1,1,1548201600000,1548201600000,1
277,1,1,1546819200000,1546819200000,1
279,1,1,1547769600000,1547769600000,1
285,2,1,1548892800000,1548892800000,1
294,2,1,1548374400000,1548374400000,1
296,2,1,1547251200000,1547251200000,1
301,1,1,1546300800000,1546300800000,1
301,3,1,1546992000000,1546992000000,1
309,3,1,1548460800000,1548460800000,1
321,3,1,1546560000000,1546560000000,1
324,1,1,1548374400000,1548374400000,1
327,2,1,1548288000000,1548288000000,1
329,3,1,1547856000000,1547856000000,1
332,1,1,1547078400000,1547078400000,1
334,2,1,1548633600000,1548633600000,1
341,1,1,1548201600000,1548201600000,1
355,3,1,1546560000000,1546560000000,1
361,3,1,1547078400000,1548288000000,3
364,3,1,1546473600000,1546473600000,1
370,3,1,1546387200000,1546387200000,1
380,1,1,1547683200000,1547683200000,1
382,1,1,1547942400000,1547942400000,1
388,2,1,1548460800000,1548460800000,1
390,2,1,1547424000000,1547424000000,1
391,1,1,1546819200000,1546819200000,1
402,2,1,1547251200000,1547251200000,1
424,2,1,1546646400000,1546646400000,1
429,1,1,1547769600000,1547769600000,1
442,3,1,1548547200000,1548547200000,1
447,1,1,1547596800000,1547596800000,1
452,3,1,1548115200000,1548115200000,1
458,3,1,1546300800000,1546300800000,1
464,2,1,1546732800000,1548806400000,2
467,3,1,1548460800000,1548460800000,1
468,2,1,1547510400000,1547510400000,1
469,3,1,1546473600000,1546473600000,1
470,2,1,1547596800000,1547596800000,1
480,2,1,1547683200000,1547683200000,1
494,3,1,1547510400000,1547510400000,1
500,1,1,1546646400000,1546646400000,1
502,2,1,1547424000000,1547424000000,1
510,3,1,1546646400000,1546646400000,1
512,1,1,1546646400000,1546646400000,1
515,1,1,1546646400000,1546646400000,1
521,1,1,1548288000000,1548288000000,1
522,2,1,1548115200000,1548115200000,1
537,3,1,1547683200000,1547683200000,1
545,3,1,1548892800000,1548892800000,1
546,1,1,1548201600000,1548201600000,1
569,3,1,1546905600000,1546905600000,1
579,2,1,1547510400000,1547510400000,1
610,1,1,1548288000000,1548288000000,1
611,1,1,1547337600000,1547337600000,1
614,1,1,1548288000000,1548288000000,1
621,3,1,1548201600000,1548201600000,1
633,3,1,1548547200000,1548547200000,1
639,1,1,1548115200000,1548115200000,1
641,1,1,1546732800000,1546732800000,1
660,3,1,1548201600000,1548201600000,1
664,2,1,1546819200000,1546819200000,1
665,2,1,1547251200000,1547251200000,1
676,3,1,1547251200000,1547251200000,1
681,2,1,1546732800000,1546732800000,1
697,3,1,1546300800000,1546300800000,1
703,1,1,1546732800000,1546732800000,1
708,3,1,1547856000000,1547856000000,1
715,2,1,1548028800000,1548028800000,1
723,3,1,1547683200000,1547683200000,1
731,3,1,1546473600000,1546473600000,1
744,3,1,1547596800000,1547596800000,1
751,3,1,1548633600000,1548633600000,1
765,3,1,1547596800000,1547596800000,1
776,3,1,1547596800000,1547942400000,2
778,1,1,1548288000000,1548288000000,1
789,2,1,1546387200000,1546387200000,1
795,3,1,1548720000000,1548720000000,1
800,1,1,1546819200000,1546819200000,1
803,3,1,1546732800000,1546732800000,1
807,3,1,1548633600000,1548633600000,1
811,2,1,1548806400000,1548806400000,1
821,1,1,1547769600000,1547769600000,1
823,1,1,1548547200000,1548547200000,1
835,1,1,1548374400000,1548374400000,1
837,2,1,1548633600000,1548633600000,1
838,2,1,1547510400000,1547510400000,1
843,2,1,1547596800000,1547596800000,1
846,3,1,1548547200000,1548547200000,1
855,2,1,1547424000000,1547424000000,1
865,1,1,1548115200000,1548115200000,1
870,3,1,1547078400000,1547078400000,1
875,2,1,1546387200000,1546387200000,1
886,3,1,1547251200000,1547251200000,1
887,2,1,1547078400000,1547078400000,1
892,2,1,1546819200000,1546819200000,1
895,3,1,1546732800000,1546732800000,1
916,3,1,1548115200000,1548201600000,2
917,3,1,1547683200000,1547683200000,1
919,2,1,1548720000000,1548720000000,1
922,1,1,1548720000000,1548720000000,1
925,2,1,1547596800000,1547596800000,1
929,1,1,1548720000000,1548720000000,1
934,3,1,1547424000000,1547424000000,1
938,1,1,1546473600000,1548806400000,2
944,2,1,1548374400000,1548374400000,1
944,3,1,1546819200000,1546819200000,1
946,2,1,1548633600000,1548633600000,1
954,2,1,1548028800000,1548028800000,1
960,1,1,1547942400000,1547942400000,1
961,1,1,1547856000000,1547856000000,1
961,2,1,1547683200000,1547683200000,1
964,1,1,1547251200000,1547251200000,1
976,1,1,1548892800000,1548892800000,1
979,1,1,1546300800000,1546300800000,1
985,1,1,1546300800000,1546300800000,1
987,2,1,1548288000000,1548288000000,1
988,3,1,1546387200000,1546387200000,1
1006,2,1,1546473600000,1546473600000,1
1009,1,1,1548720000000,1548720000000,1
1010,2,1,1546300800000,1546300800000,1
1025,2,1,1546560000000,1546560000000,1
1032,2,1,1548720000000,1548720000000,1
1045,1,1,1547164800000,1547164800000,1
1051,3,1,1547596800000,1547596800000,1
1065,2,1,1546300800000,1546300800000,1
1067,1,1,1546560000000,1546560000000,1
1068,3,1,1546560000000,1546560000000,1
1071,1,1,1547424000000,1547424000000,1
1071,2,1,1546732800000,1546732800000,1
1075,3,1,1547251200000,1547251200000,1
1080,1,1,1547942400000,1547942400000,1
1096,2,1,1548547200000,1548547200000,1
1099,3,1,1546473600000,1546473600000,1
1110,3,1,1548633600000,1548633600000,1
1121,1,1,1546732800000,1546732800000,1
1135,1,1,1546992000000,1546992000000,1
1152,1,1,1548806400000,1548806400000,1
1180,2,1,1547337600000,1547337600000,1
1189,3,1,1548288000000,1548288000000,1
1192,3,1,1546387200000,1546387200000,1
1193,2,1,1547596800000,1548028800000,2
1197,2,1,1546560000000,1546560000000,1
1198,1,1,1546300800000,1546300800000,1
1201,2,1,1548806400000,1548806400000,1
1217,2,1,1548201600000,1548201600000,1
1234,1,1,1548806400000,1548806400000,1
1237,2,1,1548460800000,1548460800000,1
1239,3,1,1548201600000,1548201600000,1
1241,1,1,1547510400000,1547510400000,1
1245,2,1,1548720000000,1548720000000,1
1251,2,1,1546560000000,1546560000000,1
1256,3,1,1546300800000,1546300800000,1
1261,2,1,1548547200000,1548547200000,1
1268,3,1,1548633600000,1548633600000,1
1269,1,1,1548547200000,1548547200000,1
1274,1,1,1548806400000,1548806400000,1
1302,1,1,1546732800000,1546732800000,1
1303,3,1,1546819200000,1546819200000,1
1315,1,1,1546992000000,1546992000000,1
1324,2,1,1547337600000,1547337600000,1
1330,2,1,1546646400000,1546646400000,1
1338,3,1,1546992000000,1546992000000,1
1339,3,1,1547683200000,1547683200000,1
1358,1,1,1547596800000,1547596800000,1
1359,3,1,1548201600000,1548201600000,1
1366,3,1,1546473600000,1546473600000,1
1374,2,1,1547164800000,1547164800000,1
1376,3,1,1548201600000,1548201600000,1
1377,3,1,1547424000000,1547424000000,1
1380,2,1,1548115200000,1548115200000,1
1385,3,1,1547337600000,1547337600000,1
1388,2,1,1547683200000,1547683200000,1
1389,2,1,1548806400000,1548806400000,1
1389,3,1,1547164800000,1547164800000,1
1393,3,1,1548633600000,1548633600000,1
1394,2,1,1547510400000,1547510400000,1
1396,2,1,1546732800000,1546732800000,1
1399,3,1,1548028800000,1548028800000,1
1400,3,1,1548720000000,1548720000000,1
1409,1,1,1548374400000,1548374400000,1
1418,2,1,1547942400000,1547942400000,1
1432,1,1,1548547200000,1548547200000,1
1435,1,1,1547251200000,1547251200000,1
1448,1,1,1546992000000,1546992000000,1
1463,2,1,1547596800000,1547596800000,1
1464,3,1,1547164800000,1547164800000,1
1472,2,1,1548201600000,1548201600000,1
1478,1,1,1547942400000,1547942400000,1
1484,3,1,1548201600000,1548201600000,1
1486,1,1,1548633600000,1548633600000,1
1490,2,1,1547251200000,1547251200000,1
1492,1,1,1548028800000,1548028800000,1
1496,3,1,1548201600000,1548201600000,1
1508,3,1,1547251200000,1547251200000,1
1512,1,1,1546992000000,1546992000000,1
1514,1,1,1547683200000,1547683200000,1
1516,2,1,1548374400000,1548374400000,1
1518,2,1,1546387200000,1546387200000,1
1520,3,1,1547856000000,1547856000000,1
1530,2,1,1548028800000,1548028800000,1
1533,2,1,1546387200000,1546387200000,1
1542,3,1,1546646400000,1548028800000,3
1544,1,1,1547769600000,1547769600000,1
1554,2,1,1548547200000,1548547200000,1
1563,1,1,1547596800000,1547596800000,1
1564,2,1,1546300800000,1546300800000,1
1566,1,1,1547510400000,1547510400000,1
1568,1,1,1547251200000,1547251200000,1
1577,2,1,1548806400000,1548806400000,1
1599,3,1,1546560000000,1547078400000,2
1605,2,1,1546387200000,1546387200000,1
1611,1,1,1548633600000,1548633600000,1
1619,2,1,1547769600000,1547769600000,1
1628,2,1,1548547200000,1548547200000,1
1630,2,1,1548547200000,1548547200000,1
1631,2,1,1547510400000,1547510400000,1
1632,2,1,1547251200000,1547251200000,1
1633,1,1,1547942400000,1547942400000,1
1635,3,1,1547856000000,1547856000000,1
1651,1,1,1547510400000,1547510400000,1
1651,2,1,1548288000000,1548288000000,1
1665,2,1,1546732800000,1546732800000,1
1666,2,1,1547078400000,1547078400000,1
1667,3,1,1547337600000,1547337600000,1
1672,1,1,1547510400000,1547510400000,1
1677,3,1,1548806400000,1548806400000,1
1680,1,1,1547164800000,1547164800000,1
1681,1,1,1547424000000,1547424000000,1
1688,1,1,1547337600000,1547337600000,1
1696,3,1,1548720000000,1548720000000,1
1701,1,1,1547683200000,1547683200000,1
1703,1,1,1547251200000,1547251200000,1
1705,1,1,1546473600000,1546473600000,1
1716,1,1,1546732800000,1546732800000,1
1723,2,1,1546387200000,1546387200000,1
1728,2,1,1548288000000,1548288000000,1
1736,3,1,1546300800000,1546300800000,1
1737,1,1,1546560000000,1547856000000,2
1748,2,1,1548288000000,1548288000000,1
1752,2,1,1547337600000,1547337600000,1
1772,1,1,1548633600000,1548633600000,1
1773,2,1,1548633600000,1548633600000,1
1785,1,1,1547424000000,1547424000000,1
1785,2,1,1547942400000,1547942400000,1
1788,1,1,1547856000000,1547856000000,1
1807,2,1,1546300800000,1546300800000,1
1809,3,1,1547424000000,1547424000000,1
1811,2,1,1547251200000,1547251200000,1
1843,2,1,1546473600000,1546473600000,1
1854,1,1,1546905600000,1546905600000,1
1856,2,1,1548633600000,1548633600000,1
1862,1,1,1547424000000,1547424000000,1
1862,2,1,1548460800000,1548460800000,1
1866,3,1,1547683200000,1547683200000,1
1868,1,1,1547337600000,1547337600000,1
1869,2,1,1546560000000,1546560000000,1
1871,1,1,1546819200000,1546819200000,1
1875,3,1,1548547200000,1548547200000,1
1882,3,1,1548028800000,1548028800000,1
1887,1,1,1546387200000,1546387200000,1
1891,2,1,1548288000000,1548288000000,1
1891,3,1,1548633600000,1548633600000,1
1899,3,1,1546387200000,1546387200000,1
1913,2,1,1546819200000,1546819200000,1
1913,3,1,1548201600000,1548201600000,1
1914,1,1,1546732800000,1546732800000,1
1915,1,1,1546992000000,1546992000000,1
1922,1,1,1546646400000,1546646400000,1
1927,3,1,1547078400000,1547078400000,1
1934,3,1,1547856000000,1547856000000,1
1941,2,1,1548288000000,1548288000000,1
1942,1,1,1548892800000,1548892800000,1
1947,3,1,1546560000000,1546560000000,1
1949,2,1,1548547200000,1548547200000,1
1957,3,1,1547164800000,1547164800000,1
1969,2,1,1546819200000,1546819200000,1
1975,3,1,1546819200000,1546819200000,1
1982,2,1,1548547200000,1548547200000,1
2009,2,1,1547078400000,1547078400000,1
2010,2,1,1548115200000,1548115200000,1
2020,1,1,1547078400000,1547078400000,1
2027,2,1,1547424000000,1547424000000,1
2031,1,1,1547510400000,1547510400000,1
2033,1,1,1546646400000,1547769600000,2
2034,1,1,1547596800000,1547596800000,1
2036,1,1,1548288000000,1548288000000,1
2048,2,1,1547683200000,1547683200000,1
2050,1,1,1546300800000,1546300800000,1
2050,2,1,1547251200000,1547251200000,1
2051,2,1,1546473600000,1546473600000,1
2068,1,1,1546560000000,1546560000000,1
2069,2,1,1548720000000,1548720000000,1
2072,3,1,1548028800000,1548028800000,1
2074,1,1,1548288000000,1548633600000,2
2079,1,1,1547510400000,1547510400000,1
2107,1,1,1548892800000,1548892800000,1
2114,3,1,1546387200000,1546387200000,1
2118,2,1,1547683200000,1547683200000,1
2129,2,1,1547596800000,1547596800000,1
2149,3,1,1547856000000,1548028800000,3
2154,2,1,1548633600000,1548633600000,1
2156,2,1,1547251200000,1547251200000,1
2167,2,1,1547251200000,1547251200000,1
2169,1,1,1547769600000,1547769600000,1
2173,3,1,1548115200000,1548115200000,1
2175,1,1,1548288000000,1548288000000,1
2176,3,1,1546905600000,1546905600000,1
2179,2,1,1547251200000,1547251200000,1
2180,1,1,1548115200000,1548115200000,1
2182,1,1,1547164800000,1547164800000,1
2184,2,1,1547942400000,1547942400000,1
2196,1,1,1548288000000,1548288000000,1
2205,3,1,1548288000000,1548288000000,1
2212,3,1,1547856000000,1547856000000,1
2225,2,1,1548028800000,1548028800000,1
2226,1,1,1547596800000,1547596800000,1
2226,2,1,1546905600000,1546905600000,1
2237,1,1,1547337600000,1548806400000,2
2238,2,1,1546300800000,1546300800000,1
2253,3,1,1547337600000,1547337600000,1
2257,2,1,1546300800000,1546300800000,1
2267,2,1,1548115200000,1548115200000,1
2287,2,1,1548547200000,1548547200000,1
2300,1,1,1547424000000,1547424000000,1
2312,3,1,1546560000000,1546560000000,1
2318,3,1,1548115200000,1548115200000,1
2323,3,1,1546819200000,1546819200000,1
2327,1,1,1548028800000,1548028800000,1
2334,1,1,1547337600000,1547337600000,1
2342,1,1,1546560000000,1546560000000,1
2344,3,1,1547510400000,1547510400000,1
2349,1,1,1546819200000,1546819200000,1
2349,3,1,1548201600000,1548201600000,1
2363,2,1,1547251200000,1547251200000,1
2369,3,1,1547942400000,1547942400000,1
2376,1,1,1546387200000,1546387200000,1
2393,2,1,1547769600000,1547769600000,1
2394,2,1,1548288000000,1548288000000,1
2422,1,1,1547510400000,1547510400000,1
2424,3,1,1547078400000,1547078400000,1
2445,1,1,1548374400000,1548374400000,1
2454,2,1,1546646400000,1546646400000,1
2457,2,1,1548460800000,1548460800000,1
2459,2,1,1548806400000,1548806400000,1
2461,1,1,1546819200000,1546819200000,1
2474,3,1,1548288000000,1548288000000,1
2478,1,1,1547942400000,1547942400000,1
2478,2,1,1547683200000,1547683200000,1
2481,2,1,1548633600000,1548633600000,1
2482,3,1,1546646400000,1546646400000,1
2492,3,1,1547510400000,1547510400000,1
2493,3,1,1548633600000,1548633600000,1
2494,1,1,1548806400000,1548806400000,1
2499,1,1,1546819200000,1546819200000,1
2522,2,1,1547856000000,1547856000000,1
2531,2,1,1546646400000,1546646400000,1
2536,3,1,1547683200000,1547683200000,1
2537,1,1,1547424000000,1547424000000,1
2537,3,1,1548460800000,1548460800000,1
2557,2,1,1548115200000,1548115200000,1
2565,2,1,1548720000000,1548720000000,1
2571,3,1,1547424000000,1547424000000,1
2586,3,1,1547769600000,1547769600000,1
2587,3,1,1547251200000,1547251200000,1
2599,2,1,1548806400000,1548806400000,1
2613,1,1,1546300800000,1546300800000,1
2629,3,1,1548028800000,1548028800000,1
2642,2,1,1546473600000,1546473600000,1
2651,2,1,1548374400000,1548374400000,1
2655,1,1,1546387200000,1546387200000,1
2659,2,1,1547164800000,1547164800000,1
2662,2,1,1547337600000,1547337600000,1
2664,3,1,1548288000000,1548288000000,1
2667,2,1,1546646400000,1546646400000,1
2674,2,1,1547164800000,1547164800000,1
2681,2,1,1547510400000,1547510400000,1
2681,3,1,1546732800000,1548892800000,2
2694,1,1,1547078400000,1547078400000,1
2694,2,1,1547596800000,1547596800000,1
2696,3,1,1547683200000,1547683200000,1
2699,2,1,1547424000000,1547424000000,1
2710,2,1,1546473600000,1546473600000,1
2712,1,1,1546992000000,1546992000000,1
2714,1,1,1546819200000,1546819200000,1
2719,1,1,1547942400000,1547942400000,1
2722,1,1,1546560000000,1546560000000,1
2722,3,1,1548201600000,1548201600000,1
2730,3,1,1546560000000,1546560000000,1
2742,3,1,1546992000000,1546992000000,1
2750,3,1,1548547200000,1548547200000,1
2768,2,1,1547856000000,1547856000000,1
2774,2,1,1547251200000,1547251200000,1
2777,2,1,1546560000000,1546560000000,1
2784,1,1,1547510400000,1547510400000,1
2785,1,1,1548892800000,1548892800000,1
2785,2,1,1547078400000,1547078400000,1
2798,2,1,1546646400000,1546646400000,1
2802,3,1,1547683200000,1547683200000,1
2814,2,1,1547596800000,1547596800000,1
2818,3,1,1546992000000,1548374400000,2
2819,2,1,1547510400000,1547510400000,1
2823,2,1,1548720000000,1548720000000,1
2833,3,1,1548201600000,1548806400000,2
2835,1,1,1546819200000,1546819200000,1
2838,2,1,1548460800000,1548460800000,1
2846,2,1,1547596800000,1547596800000,1
2850,2,1,1548374400000,1548374400000,1
2853,2,1,1547942400000,1547942400000,1
2857,2,1,1547251200000,1548547200000,4
2866,2,1,1547251200000,1547251200000,1
2867,1,1,1546646400000,1546646400000,1
2875,1,1,1547164800000,1547164800000,1
2879,3,1,1547856000000,1547856000000,1
2880,2,1,1546819200000,1546819200000,1
2894,3,1,1546646400000,1546646400000,1
2895,1,1,1547510400000,1547510400000,1
2901,3,1,1547510400000,1547510400000,1
2915,2,1,1548201600000,1548201600000,1
2941,1,1,1548720000000,1548720000000,1
2950,3,1,1548028800000,1548028800000,1
2962,2,1,1548374400000,1548374400000,1
2965,1,1,1548288000000,1548288000000,1
2974,3,1,1546732800000,1546732800000,1
2982,3,1,1546300800000,1546300800000,1
2987,3,1,1547078400000,1547078400000,1
2988,2,1,1548374400000,1548374400000,1
2993,1,1,1548374400000,1548374400000,1
2997,1,1,1548460800000,1548460800000,1
2997,2,1,1548201600000,1548201600000,1
3006,2,1,1548806400000,1548806400000,1
3013,3,1,1548374400000,1548374400000,1
3021,2,1,1548115200000,1548115200000,1
3031,3,1,1548460800000,1548460800000,1
3033,3,1,1548720000000,1548720000000,1
3041,1,1,1546300800000,1546300800000,1
3044,1,1,1546560000000,1548374400000,2
3057,1,1,1548892800000,1548892800000,1
3068,1,1,1546819200000,1546819200000,1
3073,2,1,1548720000000,1548720000000,1
3078,2,1,1546473600000,1546473600000,1
3085,1,1,1546473600000,1546560000000,3
3086,1,1,1546992000000,1546992000000,1
3094,2,1,1546560000000,1546560000000,1
3125,2,1,1548892800000,1548892800000,1
3126,3,1,1546819200000,1546819200000,1
3130,3,1,1546646400000,1546646400000,1
3132,3,1,1547769600000,1547769600000,1
3134,3,1,1547337600000,1547337600000,1
3159,1,1,1546905600000,1546905600000,1
3164,3,1,1548115200000,1548115200000,1
3165,2,1,1548633600000,1548633600000,1
3165,3,1,1547769600000,1547769600000,1
3168,2,1,1547596800000,1547596800000,1
3170,3,1,1547164800000,1547164800000,1
3172,2,1,1547337600000,1547337600000,1
3182,1,1,1548633600000,1548633600000,1
3185,1,1,1546473600000,1546473600000,1
3185,2,1,1548288000000,1548288000000,1
3189,1,1,1547424000000,1547424000000,1
3191,1,1,1548460800000,1548460800000,1
3197,2,1,1548288000000,1548288000000,1
3198,1,1,1548201600000,1548201600000,1
3205,2,1,1548201600000,1548201600000,1
3209,3,1,1548460800000,1548460800000,1
3227,3,1,1546905600000,1546905600000,1
3236,2,1,1547596800000,1547596800000,1
3270,3,1,1548374400000,1548460800000,2
